"Dam","Year","Month","Dam_Other","Capacity","PercentTotalCapacity","Date"
"Alexandra",2012,1,"Other",134,0.000102874043592876,2012-01-16
"Alexandra",2012,2,"Other",134,6.27442981396205e-05,2012-02-15
"Alexandra",2012,3,"Other",134,4.77787853324672e-05,2012-03-16
"Alexandra",2012,4,"Other",134,5.59821034637957e-05,2012-04-15
"Alexandra",2012,5,"Other",134,7.593612054e-05,2012-05-16
"Alexandra",2012,6,"Other",134,9.91049514784818e-05,2012-06-15
"Alexandra",2012,7,"Other",134,0.000119724102457226,2012-07-16
"Alexandra",2012,8,"Other",134,0.000118393834652146,2012-08-16
"Alexandra",2012,9,"Other",134,0.000146329458558832,2012-09-15
"Alexandra",2012,10,"Other",134,0.000144777479452905,2012-10-16
"Alexandra",2012,11,"Other",134,0.000122495493717811,2012-11-15
"Alexandra",2012,12,"Other",134,0.000101765487088642,2012-12-16
"Alexandra",2013,1,"Other",134,8.30308821670949e-05,2013-01-16
"Alexandra",2013,2,"Other",134,7.08367606205256e-05,2013-02-14
"Alexandra",2013,3,"Other",134,2.76030569554161e-05,2013-03-16
"Alexandra",2013,4,"Other",134,3.38109733791241e-05,2013-04-15
"Alexandra",2013,5,"Other",134,7.29430179785694e-05,2013-05-16
"Alexandra",2013,6,"Other",134,9.88278123524234e-05,2013-06-15
"Alexandra",2013,7,"Other",134,0.000102541476641606,2013-07-16
"Alexandra",2013,8,"Other",134,0.000144334056851212,2013-08-16
"Alexandra",2013,9,"Other",134,0.000148768282868146,2013-09-15
"Alexandra",2013,10,"Other",134,0.000132805069207183,2013-10-16
"Alexandra",2013,11,"Other",134,0.000138236996077927,2013-11-15
"Alexandra",2013,12,"Other",134,0.000117839556400029,2013-12-16
"Alexandra",2014,1,"Other",134,9.83289619255183e-05,2014-01-16
"Alexandra",2014,2,"Other",134,8.19223256628614e-05,2014-02-14
"Alexandra",2014,3,"Other",134,7.1280183222219e-05,2014-03-16
"Alexandra",2014,4,"Other",134,7.2832162328146e-05,2014-04-15
"Alexandra",2014,5,"Other",134,6.83979363112117e-05,2014-05-16
"Alexandra",2014,6,"Other",134,0.000144555768152058,2014-06-15
"Alexandra",2014,7,"Other",134,0.000148768282868146,2014-07-16
"Alexandra",2014,8,"Other",134,0.000148768282868146,2014-08-16
"Alexandra",2014,9,"Other",134,0.000128703410141518,2014-09-15
"Alexandra",2014,10,"Other",134,0.000108305970463621,2014-10-16
"Alexandra",2014,11,"Other",134,8.85736646882628e-05,2014-11-15
"Alexandra",2014,12,"Other",134,6.95064928154453e-05,2014-12-16
"Alexandra",2015,1,"Other",134,5.93077729764964e-05,2015-01-16
"Alexandra",2015,2,"Other",134,5.9030633850438e-05,2015-02-14
"Alexandra",2015,3,"Other",134,5.02176096417811e-05,2015-03-16
"Alexandra",2015,4,"Other",134,1.09747093919124e-05,2015-04-15
"Alexandra",2015,5,"Other",134,0,2015-05-16
"Alexandra",2015,6,"Other",134,1.70163423399854e-05,2015-06-15
"Alexandra",2015,7,"Other",134,3.08178708176934e-05,2015-07-16
"Alexandra",2015,8,"Other",134,5.04393209426278e-05,2015-08-16
"Alexandra",2015,9,"Other",134,5.19913000485548e-05,2015-09-15
"Alexandra",2015,10,"Other",134,5.34324235040584e-05,2015-10-16
"Alexandra",2015,11,"Other",134,5.07718878938978e-05,2015-11-15
"Alexandra",2015,12,"Other",134,4.72245070803504e-05,2015-12-16
"Alexandra",2016,1,"Other",134,7.49384196861898e-05,2016-01-16
"Alexandra",2016,2,"Other",134,6.38528546438541e-05,2016-02-15
"Alexandra",2016,3,"Other",134,5.23238669998249e-05,2016-03-16
"Alexandra",2016,4,"Other",134,4.94970479140292e-05,2016-04-15
"Alexandra",2016,5,"Other",134,2.91550360613431e-05,2016-05-16
"Alexandra",2016,6,"Other",134,3.66932202901315e-05,2016-06-15
"Alexandra",2016,7,"Other",134,5.6092959114219e-05,2016-07-16
"Alexandra",2016,8,"Other",134,6.91739258641752e-05,2016-08-16
"Alexandra",2016,9,"Other",134,6.54602615749927e-05,2016-09-15
"Alexandra",2016,10,"Other",134,6.11923190336935e-05,2016-10-16
"Alexandra",2016,11,"Other",134,5.33769956788467e-05,2016-11-15
"Alexandra",2016,12,"Other",134,5.11044548451679e-05,2016-12-16
"Alexandra",2017,1,"Other",134,4.8665630535854e-05,2017-01-16
"Alexandra",2017,2,"Other",134,4.82366191687156e-05,2017-02-14
"Alexandra",2017,3,"Other",134,4.61525329407565e-05,2017-03-16
"Alexandra",2017,4,"Other",134,4.57057846695504e-05,2017-04-15
"Alexandra",2017,5,"Other",134,4.54075829699116e-05,2017-05-16
"Alexandra",2017,6,"Other",134,5.64892680644826e-05,2017-06-15
"Alexandra",2017,7,"Other",134,7.10651232603977e-05,2017-07-16
"Alexandra",2017,8,"Other",134,9.49157164489831e-05,2017-08-16
"Alexandra",2017,9,"Other",134,,2017-09-04
"Berg River",2012,1,"Berg River",130010,0.121342594953407,2012-01-16
"Berg River",2012,2,"Berg River",130010,0.106278420617377,2012-02-15
"Berg River",2012,3,"Berg River",130010,0.0928859494897314,2012-03-16
"Berg River",2012,4,"Berg River",130010,0.0859907280333986,2012-04-15
"Berg River",2012,5,"Berg River",130010,0.0886734347736439,2012-05-16
"Berg River",2012,6,"Berg River",130010,0.10056824606407,2012-06-15
"Berg River",2012,7,"Berg River",130010,0.127650281462496,2012-07-16
"Berg River",2012,8,"Berg River",130010,0.144832907278117,2012-08-16
"Berg River",2012,9,"Berg River",130010,0.144805193365511,2012-09-15
"Berg River",2012,10,"Berg River",130010,0.144600110412228,2012-10-16
"Berg River",2012,11,"Berg River",130010,0.143702179643799,2012-11-15
"Berg River",2012,12,"Berg River",130010,0.13753860548026,2012-12-16
"Berg River",2013,1,"Berg River",130010,0.124191585169288,2013-01-16
"Berg River",2013,2,"Berg River",130010,0.110827936510751,2013-02-14
"Berg River",2013,3,"Berg River",130010,0.0989054113077198,2013-03-16
"Berg River",2013,4,"Berg River",130010,0.095513228404765,2013-04-15
"Berg River",2013,5,"Berg River",130010,0.10398260009711,2013-05-16
"Berg River",2013,6,"Berg River",130010,0.128969463702534,2013-06-15
"Berg River",2013,7,"Berg River",130010,0.14142963881012,2013-07-16
"Berg River",2013,8,"Berg River",130010,0.145309586574937,2013-08-16
"Berg River",2013,9,"Berg River",130010,0.145243073184683,2013-09-15
"Berg River",2013,10,"Berg River",130010,0.144300800156085,2013-10-16
"Berg River",2013,11,"Berg River",130010,0.144505883109368,2013-11-15
"Berg River",2013,12,"Berg River",130010,0.142682307659904,2013-12-16
"Berg River",2014,1,"Berg River",130010,0.14328092817219,2014-01-16
"Berg River",2014,2,"Berg River",130010,0.136784787057381,2014-02-14
"Berg River",2014,3,"Berg River",130010,0.12742857016165,2014-03-16
"Berg River",2014,4,"Berg River",130010,0.128692324576476,2014-04-15
"Berg River",2014,5,"Berg River",130010,0.131230918971171,2014-05-16
"Berg River",2014,6,"Berg River",130010,0.145420442225361,2014-06-15
"Berg River",2014,7,"Berg River",130010,0.144600110412228,2014-07-16
"Berg River",2014,8,"Berg River",130010,0.14513221753426,2014-08-16
"Berg River",2014,9,"Berg River",130010,0.144328514068691,2014-09-15
"Berg River",2014,10,"Berg River",130010,0.143048131306301,2014-10-16
"Berg River",2014,11,"Berg River",130010,0.141878604194335,2014-11-15
"Berg River",2014,12,"Berg River",130010,0.134866984305057,2014-12-16
"Berg River",2015,1,"Berg River",130010,0.119879300367819,2015-01-16
"Berg River",2015,2,"Berg River",130010,0.106171999192971,2015-02-14
"Berg River",2015,3,"Berg River",130010,0.0935843400873986,2015-03-16
"Berg River",2015,4,"Berg River",130010,0.0829366548642351,2015-04-15
"Berg River",2015,5,"Berg River",130010,0.0778095810321548,2015-05-16
"Berg River",2015,6,"Berg River",130010,0.0819056973152978,2015-06-15
"Berg River",2015,7,"Berg River",130010,0.0873542525336059,2015-07-16
"Berg River",2015,8,"Berg River",130010,0.122961087449588,2015-08-16
"Berg River",2015,9,"Berg River",130010,0.128625811186222,2015-09-15
"Berg River",2015,10,"Berg River",130010,0.128914035877323,2015-10-16
"Berg River",2015,11,"Berg River",130010,0.120472378097584,2015-11-15
"Berg River",2015,12,"Berg River",130010,0.103827402186517,2015-12-16
"Berg River",2016,1,"Berg River",130010,0.0826539729556555,2016-01-16
"Berg River",2016,2,"Berg River",130010,0.0605382706961957,2016-02-15
"Berg River",2016,3,"Berg River",130010,0.0410831040468964,2016-03-16
"Berg River",2016,4,"Berg River",130010,0.0346479335398205,2016-04-15
"Berg River",2016,5,"Berg River",130010,0.039253985814911,2016-05-16
"Berg River",2016,6,"Berg River",130010,0.0473464482958161,2016-06-15
"Berg River",2016,7,"Berg River",130010,0.0671563530264701,2016-07-16
"Berg River",2016,8,"Berg River",130010,0.0931852597458745,2016-08-16
"Berg River",2016,9,"Berg River",130010,0.102131310735039,2016-09-15
"Berg River",2016,10,"Berg River",130010,0.105634349288418,2016-10-16
"Berg River",2016,11,"Berg River",130010,0.101743315958558,2016-11-15
"Berg River",2016,12,"Berg River",130010,0.0906355797861373,2016-12-16
"Berg River",2017,1,"Berg River",130010,0.0771666182596993,2017-01-16
"Berg River",2017,2,"Berg River",130010,0.0646510153269022,2017-02-14
"Berg River",2017,3,"Berg River",130010,0.0546740067888,2017-03-16
"Berg River",2017,4,"Berg River",130010,0.0491478526151957,2017-04-15
"Berg River",2017,5,"Berg River",130010,0.0465261164826832,2017-05-16
"Berg River",2017,6,"Berg River",130010,0.0488817990541796,2017-06-15
"Berg River",2017,7,"Berg River",130010,0.0553169695612555,2017-07-16
"Berg River",2017,8,"Berg River",130010,0.0714963517405446,2017-08-16
"Berg River",2017,9,"Berg River",130010,,2017-09-04
"De Villiers",2012,1,"Other",242,0.000217831353081898,2012-01-16
"De Villiers",2012,2,"Other",242,0.000128703410141518,2012-02-15
"De Villiers",2012,3,"Other",242,7.05041936692555e-05,2012-03-16
"De Villiers",2012,4,"Other",242,7.593612054e-05,2012-04-15
"De Villiers",2012,5,"Other",242,0.000110301372171241,2012-05-16
"De Villiers",2012,6,"Other",242,0.000185018080556584,2012-06-15
"De Villiers",2012,7,"Other",242,0.000261841046299971,2012-07-16
"De Villiers",2012,8,"Other",242,0.000269268374878336,2012-08-16
"De Villiers",2012,9,"Other",242,0.000267383828821139,2012-09-15
"De Villiers",2012,10,"Other",242,0.000268270674024526,2012-10-16
"De Villiers",2012,11,"Other",242,0.000250422914306365,2012-11-15
"De Villiers",2012,12,"Other",242,0.000262617035852934,2012-12-16
"De Villiers",2013,1,"Other",242,0.000232796865889051,2013-01-16
"De Villiers",2013,2,"Other",242,0.000127927420588555,2013-02-14
"De Villiers",2013,3,"Other",242,0.000215835951374277,2013-03-16
"De Villiers",2013,4,"Other",242,0.000198043619481328,2013-04-15
"De Villiers",2013,5,"Other",242,0.000146440314209256,2013-05-16
"De Villiers",2013,6,"Other",242,0.000212842848812847,2013-06-15
"De Villiers",2013,7,"Other",242,0.000235457401499212,2013-07-16
"De Villiers",2013,8,"Other",242,0.000268714096626219,2013-08-16
"De Villiers",2013,9,"Other",242,0.000269711797480029,2013-09-15
"De Villiers",2013,10,"Other",242,0.000267827251422832,2013-10-16
"De Villiers",2013,11,"Other",242,0.000268270674024526,2013-11-15
"De Villiers",2013,12,"Other",242,0.000262173613251241,2013-12-16
"De Villiers",2014,1,"Other",242,0.000260732489795737,2014-01-16
"De Villiers",2014,2,"Other",242,0.000254413717721606,2014-02-14
"De Villiers",2014,3,"Other",242,0.000248649223899591,2014-03-16
"De Villiers",2014,4,"Other",242,0.000265720994064788,2014-04-15
"De Villiers",2014,5,"Other",242,0.000268714096626219,2014-05-16
"De Villiers",2014,6,"Other",242,0.000269711797480029,2014-06-15
"De Villiers",2014,7,"Other",242,0.000269268374878336,2014-07-16
"De Villiers",2014,8,"Other",242,0.000269268374878336,2014-08-16
"De Villiers",2014,9,"Other",242,0.000258293665486423,2014-09-15
"De Villiers",2014,10,"Other",242,0.000217831353081898,2014-10-16
"De Villiers",2014,11,"Other",242,0.000169830856448584,2014-11-15
"De Villiers",2014,12,"Other",242,0.000170052567749431,2014-12-16
"De Villiers",2015,1,"Other",242,0.000171050268603241,2015-01-16
"De Villiers",2015,2,"Other",242,0.000119834958107649,2015-02-14
"De Villiers",2015,3,"Other",242,0.000104426022698803,2015-03-16
"De Villiers",2015,4,"Other",242,0.00012083265896146,2015-04-15
"De Villiers",2015,5,"Other",242,0.000121719504164847,2015-05-16
"De Villiers",2015,6,"Other",242,0.000146772881160526,2015-06-15
"De Villiers",2015,7,"Other",242,0.00017991872063711,2015-07-16
"De Villiers",2015,8,"Other",242,0.000229914618978044,2015-08-16
"De Villiers",2015,9,"Other",242,0.000246099543939854,2015-09-15
"De Villiers",2015,10,"Other",242,0.000246099543939854,2015-10-16
"De Villiers",2015,11,"Other",242,0.000216168518325548,2015-11-15
"De Villiers",2015,12,"Other",242,0.000204861241982365,2015-12-16
"De Villiers",2016,1,"Other",242,0.000192888831736642,2016-01-16
"De Villiers",2016,2,"Other",242,0.000189230595272672,2016-02-15
"De Villiers",2016,3,"Other",242,0.000182135833645577,2016-03-16
"De Villiers",2016,4,"Other",242,0.000160629837463446,2016-04-15
"De Villiers",2016,5,"Other",242,0.000231355742433548,2016-05-16
"De Villiers",2016,6,"Other",242,0.000213452554890175,2016-06-15
"De Villiers",2016,7,"Other",242,0.000268714096626219,2016-07-16
"De Villiers",2016,8,"Other",242,0.000268714096626219,2016-08-16
"De Villiers",2016,9,"Other",242,0.000253693155993854,2016-09-15
"De Villiers",2016,10,"Other",242,0.000236676813653869,2016-10-16
"De Villiers",2016,11,"Other",242,0.000231910020685664,2016-11-15
"De Villiers",2016,12,"Other",242,0.000204306963730248,2016-12-16
"De Villiers",2017,1,"Other",242,0.000175041072018482,2017-01-16
"De Villiers",2017,2,"Other",242,0.000149917301684784,2017-02-14
"De Villiers",2017,3,"Other",242,0.000134310488939932,2017-03-16
"De Villiers",2017,4,"Other",242,0.000124241470211978,2017-04-15
"De Villiers",2017,5,"Other",242,0.000114629176763769,2017-05-16
"De Villiers",2017,6,"Other",242,0.000129931690748209,2017-06-15
"De Villiers",2017,7,"Other",242,0.000169126923068396,2017-07-16
"De Villiers",2017,8,"Other",242,0.00020204772557462,2017-08-16
"De Villiers",2017,9,"Other",242,,2017-09-04
"Hely-Hutchinson",2012,1,"Other",925,0.00088019386436146,2012-01-16
"Hely-Hutchinson",2012,2,"Other",925,0.00047113651429927,2012-02-15
"Hely-Hutchinson",2012,3,"Other",925,0.000189563162223942,2012-03-16
"Hely-Hutchinson",2012,4,"Other",925,0,2012-04-15
"Hely-Hutchinson",2012,5,"Other",925,0,2012-05-16
"Hely-Hutchinson",2012,6,"Other",925,0.000313167212445985,2012-06-15
"Hely-Hutchinson",2012,7,"Other",925,0.00102652332292029,2012-07-16
"Hely-Hutchinson",2012,8,"Other",925,0.00102874043592876,2012-08-16
"Hely-Hutchinson",2012,9,"Other",925,0.00102652332292029,2012-09-15
"Hely-Hutchinson",2012,10,"Other",925,0.00102541476641606,2012-10-16
"Hely-Hutchinson",2012,11,"Other",925,0.00101987198389489,2012-11-15
"Hely-Hutchinson",2012,12,"Other",925,0.00100767786234832,2012-12-16
"Hely-Hutchinson",2013,1,"Other",925,0.000979963949742482,2013-01-16
"Hely-Hutchinson",2013,2,"Other",925,0.000697836319415037,2013-02-14
"Hely-Hutchinson",2013,3,"Other",925,0,2013-03-16
"Hely-Hutchinson",2013,4,"Other",925,0,2013-04-15
"Hely-Hutchinson",2013,5,"Other",925,0.000353629524850511,2013-05-16
"Hely-Hutchinson",2013,6,"Other",925,0.00102874043592876,2013-06-15
"Hely-Hutchinson",2013,7,"Other",925,0.00102874043592876,2013-07-16
"Hely-Hutchinson",2013,8,"Other",925,0.00102874043592876,2013-08-16
"Hely-Hutchinson",2013,9,"Other",925,0.00102929471418088,2013-09-15
"Hely-Hutchinson",2013,10,"Other",925,0.00102319765340759,2013-10-16
"Hely-Hutchinson",2013,11,"Other",925,0.00101765487088642,2013-11-15
"Hely-Hutchinson",2013,12,"Other",925,0.00101100353186102,2013-12-16
"Hely-Hutchinson",2014,1,"Other",925,0.00101432920137372,2014-01-16
"Hely-Hutchinson",2014,2,"Other",925,0.000969432662952264,2014-02-14
"Hely-Hutchinson",2014,3,"Other",925,0.000422360028112993,2014-03-16
"Hely-Hutchinson",2014,4,"Other",925,0.000313721490698102,2014-04-15
"Hely-Hutchinson",2014,5,"Other",925,0.000267162117520292,2014-05-16
"Hely-Hutchinson",2014,6,"Other",925,0.000669013850304964,2014-06-15
"Hely-Hutchinson",2014,7,"Other",925,0.00102541476641606,2014-07-16
"Hely-Hutchinson",2014,8,"Other",925,0.00102874043592876,2014-08-16
"Hely-Hutchinson",2014,9,"Other",925,0.00102541476641606,2014-09-15
"Hely-Hutchinson",2014,10,"Other",925,0.00084582861273022,2014-10-16
"Hely-Hutchinson",2014,11,"Other",925,0.000403514567541022,2014-11-15
"Hely-Hutchinson",2014,12,"Other",925,0.000400188898028321,2014-12-16
"Hely-Hutchinson",2015,1,"Other",925,0.000481113522837373,2015-01-16
"Hely-Hutchinson",2015,2,"Other",925,4.9885042690511e-05,2015-02-14
"Hely-Hutchinson",2015,3,"Other",925,0,2015-03-16
"Hely-Hutchinson",2015,4,"Other",925,0,2015-04-15
"Hely-Hutchinson",2015,5,"Other",925,0,2015-05-16
"Hely-Hutchinson",2015,6,"Other",925,0.000432891314903212,2015-06-15
"Hely-Hutchinson",2015,7,"Other",925,0.000795943570039708,2015-07-16
"Hely-Hutchinson",2015,8,"Other",925,0.00102874043592876,2015-08-16
"Hely-Hutchinson",2015,9,"Other",925,0.00102541476641606,2015-09-15
"Hely-Hutchinson",2015,10,"Other",925,0.00102652332292029,2015-10-16
"Hely-Hutchinson",2015,11,"Other",925,0.00102430620991182,2015-11-15
"Hely-Hutchinson",2015,12,"Other",925,0.00101987198389489,2015-12-16
"Hely-Hutchinson",2016,1,"Other",925,0.000989940958280585,2016-01-16
"Hely-Hutchinson",2016,2,"Other",925,0.000881302420865694,2016-02-15
"Hely-Hutchinson",2016,3,"Other",925,0.000791509344022774,2016-03-16
"Hely-Hutchinson",2016,4,"Other",925,0.000656819728758394,2016-04-15
"Hely-Hutchinson",2016,5,"Other",925,0.000603054738303066,2016-05-16
"Hely-Hutchinson",2016,6,"Other",925,0.000604717573059416,2016-06-15
"Hely-Hutchinson",2016,7,"Other",925,0.00102652332292029,2016-07-16
"Hely-Hutchinson",2016,8,"Other",925,0.00102874043592876,2016-08-16
"Hely-Hutchinson",2016,9,"Other",925,0.00102596904466818,2016-09-15
"Hely-Hutchinson",2016,10,"Other",925,0.00102541476641606,2016-10-16
"Hely-Hutchinson",2016,11,"Other",925,0.00100767786234832,2016-11-15
"Hely-Hutchinson",2016,12,"Other",925,0.00101322064486949,2016-12-16
"Hely-Hutchinson",2017,1,"Other",925,0.000995483740801752,2017-01-16
"Hely-Hutchinson",2017,2,"Other",925,0.000993735547194576,2017-02-14
"Hely-Hutchinson",2017,3,"Other",925,0.000967663406771507,2017-03-16
"Hely-Hutchinson",2017,4,"Other",925,0.00100416484678641,2017-04-15
"Hely-Hutchinson",2017,5,"Other",925,0.00101111660462445,2017-05-16
"Hely-Hutchinson",2017,6,"Other",925,0.0010267605540122,2017-06-15
"Hely-Hutchinson",2017,7,"Other",925,0.0010267605540122,2017-07-16
"Hely-Hutchinson",2017,8,"Other",925,0.0010267605540122,2017-08-16
"Hely-Hutchinson",2017,9,"Other",925,,2017-09-04
"Kleinplaats",2012,1,"Other",1301,0.000350968989240351,2012-01-16
"Kleinplaats",2012,2,"Other",1301,0.000310063254234132,2012-02-15
"Kleinplaats",2012,3,"Other",1301,0.00028656185634438,2012-03-16
"Kleinplaats",2012,4,"Other",1301,0.000261286768047854,2012-04-15
"Kleinplaats",2012,5,"Other",1301,0.000271928910488497,2012-05-16
"Kleinplaats",2012,6,"Other",1301,0.000536541348049052,2012-06-15
"Kleinplaats",2012,7,"Other",1301,0.000864895784603037,2012-07-16
"Kleinplaats",2012,8,"Other",1301,0.00134955668825396,2012-08-16
"Kleinplaats",2012,9,"Other",1301,0.00144178858940619,2012-09-15
"Kleinplaats",2012,10,"Other",1301,0.00144178858940619,2012-10-16
"Kleinplaats",2012,11,"Other",1301,0.00141285526464569,2012-11-15
"Kleinplaats",2012,12,"Other",1301,0.00125787906535384,2012-12-16
"Kleinplaats",2013,1,"Other",1301,0.00108904590975907,2013-01-16
"Kleinplaats",2013,2,"Other",1301,0.000910069462150555,2013-02-14
"Kleinplaats",2013,3,"Other",1301,0.000731536437143738,2013-03-16
"Kleinplaats",2013,4,"Other",1301,0.000661586521726599,2013-04-15
"Kleinplaats",2013,5,"Other",1301,0.000647064431521139,2013-05-16
"Kleinplaats",2013,6,"Other",1301,0.000800433223881854,2013-06-15
"Kleinplaats",2013,7,"Other",1301,0.00111520784325898,2013-07-16
"Kleinplaats",2013,8,"Other",1301,0.00144178858940619,2013-08-16
"Kleinplaats",2013,9,"Other",1301,0.00147781667579378,2013-09-15
"Kleinplaats",2013,10,"Other",1301,0.00147781667579378,2013-10-16
"Kleinplaats",2013,11,"Other",1301,0.00138092883732377,2013-11-15
"Kleinplaats",2013,12,"Other",1301,0.00138092883732377,2013-12-16
"Kleinplaats",2014,1,"Other",1301,0.00125787906535384,2014-01-16
"Kleinplaats",2014,2,"Other",1301,0.00103783059926348,2014-02-14
"Kleinplaats",2014,3,"Other",1301,0.000922873289774453,2014-03-16
"Kleinplaats",2014,4,"Other",1301,0.000815675875815066,2014-04-15
"Kleinplaats",2014,5,"Other",1301,0.000747167083853431,2014-05-16
"Kleinplaats",2014,6,"Other",1301,0.00114170234371016,2014-06-15
"Kleinplaats",2014,7,"Other",1301,0.00144178858940619,2014-07-16
"Kleinplaats",2014,8,"Other",1301,0.00144178858940619,2014-08-16
