"Dam","Year","Month","Dam_Other","Capacity","PercentTotalCapacity","Date"
"Theewaterskloof",2014,11,"Theewaterskloof",480188,0.510053498936894,2014-11-15
"Theewaterskloof",2014,12,"Theewaterskloof",480188,0.477157084673763,2014-12-16
"Theewaterskloof",2015,1,"Theewaterskloof",480188,0.430422559568284,2015-01-16
"Theewaterskloof",2015,2,"Theewaterskloof",480188,0.390901965914105,2015-02-14
"Theewaterskloof",2015,3,"Theewaterskloof",480188,0.340748098271317,2015-03-16
"Theewaterskloof",2015,4,"Theewaterskloof",480188,0.303702357012839,2015-04-15
"Theewaterskloof",2015,5,"Theewaterskloof",480188,0.272897788873197,2015-05-16
"Theewaterskloof",2015,6,"Theewaterskloof",480188,0.279508111307942,2015-06-15
"Theewaterskloof",2015,7,"Theewaterskloof",480188,0.296071054037695,2015-07-16
"Theewaterskloof",2015,8,"Theewaterskloof",480188,0.384564902657653,2015-08-16
"Theewaterskloof",2015,9,"Theewaterskloof",480188,0.404715134235107,2015-09-15
"Theewaterskloof",2015,10,"Theewaterskloof",480188,0.406883470757388,2015-10-16
"Theewaterskloof",2015,11,"Theewaterskloof",480188,0.379212791855214,2015-11-15
"Theewaterskloof",2015,12,"Theewaterskloof",480188,0.340748098271317,2015-12-16
"Theewaterskloof",2016,1,"Theewaterskloof",480188,0.291716644089066,2016-01-16
"Theewaterskloof",2016,2,"Theewaterskloof",480188,0.24162873555828,2016-02-15
"Theewaterskloof",2016,3,"Theewaterskloof",480188,0.198957070040817,2016-03-16
"Theewaterskloof",2016,4,"Theewaterskloof",480188,0.169720000798161,2016-04-15
"Theewaterskloof",2016,5,"Theewaterskloof",480188,0.16581566479025,2016-05-16
"Theewaterskloof",2016,6,"Theewaterskloof",480188,0.163473284896805,2016-06-15
"Theewaterskloof",2016,7,"Theewaterskloof",480188,0.210984908111751,2016-07-16
"Theewaterskloof",2016,8,"Theewaterskloof",480188,0.268088870757831,2016-08-16
"Theewaterskloof",2016,9,"Theewaterskloof",480188,0.281994603546937,2016-09-15
"Theewaterskloof",2016,10,"Theewaterskloof",480188,0.279317439589213,2016-10-16
"Theewaterskloof",2016,11,"Theewaterskloof",480188,0.258316945173013,2016-11-15
"Theewaterskloof",2016,12,"Theewaterskloof",480188,0.23227806144507,2016-12-16
"Theewaterskloof",2017,1,"Theewaterskloof",480188,0.196026046643623,2017-01-16
"Theewaterskloof",2017,2,"Theewaterskloof",480188,0.163639014094187,2017-02-14
"Theewaterskloof",2017,3,"Theewaterskloof",480188,0.130795256265007,2017-03-16
"Theewaterskloof",2017,4,"Theewaterskloof",480188,0.103295295064485,2017-04-15
"Theewaterskloof",2017,5,"Theewaterskloof",480188,0.0792551387136754,2017-05-16
"Theewaterskloof",2017,6,"Theewaterskloof",480188,0.0892581983296271,2017-06-15
"Theewaterskloof",2017,7,"Theewaterskloof",480188,0.10738143433909,2017-07-16
"Theewaterskloof",2017,8,"Theewaterskloof",480188,0.130688280562348,2017-08-16
"Theewaterskloof",2017,9,"Theewaterskloof",480188,,2017-09-04
"Victoria",2012,1,"Other",128,0,2012-01-16
"Victoria",2012,2,"Other",128,0,2012-02-15
"Victoria",2012,3,"Other",128,0,2012-03-16
"Victoria",2012,4,"Other",128,0,2012-04-15
"Victoria",2012,5,"Other",128,0,2012-05-16
"Victoria",2012,6,"Other",128,2.74922013049927e-05,2012-06-15
"Victoria",2012,7,"Other",128,0.000102098054039912,2012-07-16
"Victoria",2012,8,"Other",128,0.000142338655143591,2012-08-16
"Victoria",2012,9,"Other",128,0.000144001489899942,2012-09-15
"Victoria",2012,10,"Other",128,0.000142892933395708,2012-10-16
"Victoria",2012,11,"Other",128,0.000139400980407373,2012-11-15
"Victoria",2012,12,"Other",128,0.000132583357906336,2012-12-16
"Victoria",2013,1,"Other",128,0.000121608648514423,2013-01-16
"Victoria",2013,2,"Other",128,0.00011357161385873,2013-02-14
"Victoria",2013,3,"Other",128,0,2013-03-16
"Victoria",2013,4,"Other",128,0,2013-04-15
"Victoria",2013,5,"Other",128,0,2013-05-16
"Victoria",2013,6,"Other",128,8.61902682041606e-05,2013-06-15
"Victoria",2013,7,"Other",128,0.000123604050222044,2013-07-16
"Victoria",2013,8,"Other",128,0.000143447211647825,2013-08-16
"Victoria",2013,9,"Other",128,0.000144001489899942,2013-09-15
"Victoria",2013,10,"Other",128,0.000142892933395708,2013-10-16
"Victoria",2013,11,"Other",128,0.000142338655143591,2013-11-15
"Victoria",2013,12,"Other",128,0.000139123841281314,2013-12-16
"Victoria",2014,1,"Other",128,0.000131474801402102,2014-01-16
"Victoria",2014,2,"Other",128,0.000122828060669081,2014-02-14
"Victoria",2014,3,"Other",128,0.000116730999895796,2014-03-16
"Victoria",2014,4,"Other",128,0.000141230098639358,2014-04-15
"Victoria",2014,5,"Other",128,0.000142892933395708,2014-05-16
"Victoria",2014,6,"Other",128,0.000144278629026,2014-06-15
"Victoria",2014,7,"Other",128,0.000144001489899942,2014-07-16
"Victoria",2014,8,"Other",128,0.000144555768152058,2014-08-16
"Victoria",2014,9,"Other",128,0.000142892933395708,2014-09-15
"Victoria",2014,10,"Other",128,0.000140675820387241,2014-10-16
"Victoria",2014,11,"Other",128,0.000133581058760146,2014-11-15
"Victoria",2014,12,"Other",128,0.000123049771969927,2014-12-16
"Victoria",2015,1,"Other",128,0.000119613246806803,2015-01-16
"Victoria",2015,2,"Other",128,9.95483740801754e-05,2015-02-14
"Victoria",2015,3,"Other",128,0,2015-03-16
"Victoria",2015,4,"Other",128,0,2015-04-15
"Victoria",2015,5,"Other",128,0,2015-05-16
"Victoria",2015,6,"Other",128,2.54413717721606e-05,2015-06-15
"Victoria",2015,7,"Other",128,5.67580930167592e-05,2015-07-16
"Victoria",2015,8,"Other",128,0.00010398260009711,2015-08-16
"Victoria",2015,9,"Other",128,0.000127871992763343,2015-09-15
"Victoria",2015,10,"Other",128,0.000142892933395708,2015-10-16
"Victoria",2015,11,"Other",128,0.000141784376891475,2015-11-15
"Victoria",2015,12,"Other",128,0.000137461006524964,2015-12-16
"Victoria",2016,1,"Other",128,8.22548926141314e-05,2016-01-16
"Victoria",2016,2,"Other",128,7.593612054e-05,2016-02-15
"Victoria",2016,3,"Other",128,6.89522145633285e-05,2016-03-16
"Victoria",2016,4,"Other",128,6.87859310876934e-05,2016-04-15
"Victoria",2016,5,"Other",128,0,2016-05-16
"Victoria",2016,6,"Other",128,1.70717701651971e-05,2016-06-15
"Victoria",2016,7,"Other",128,6.3520287692584e-05,2016-07-16
"Victoria",2016,8,"Other",128,0.000116730999895796,2016-08-16
"Victoria",2016,9,"Other",128,0.000127040575385168,2016-09-15
"Victoria",2016,10,"Other",128,0.000142338655143591,2016-10-16
"Victoria",2016,11,"Other",128,0.000137461006524964,2016-11-15
"Victoria",2016,12,"Other",128,0.000133137636158453,2016-12-16
"Victoria",2017,1,"Other",128,0.000125488596279241,2017-01-16
"Victoria",2017,2,"Other",128,0.00011891596476564,2017-02-14
"Victoria",2017,3,"Other",128,0.000109020989408851,2017-03-16
"Victoria",2017,4,"Other",128,0.000103940474949949,2017-04-15
"Victoria",2017,5,"Other",128,9.93211199968074e-05,2017-05-16
"Victoria",2017,6,"Other",128,0.000115257728301669,2017-06-15
"Victoria",2017,7,"Other",128,0.000143979318769857,2017-07-16
"Victoria",2017,8,"Other",128,0.000143441668865304,2017-08-16
"Victoria",2017,9,"Other",128,,2017-09-04
"Voelvlei",2012,1,"Voelvlei",164095,0.129824160767298,2012-01-16
"Voelvlei",2012,2,"Voelvlei",164095,0.110602899540392,2012-02-15
"Voelvlei",2012,3,"Voelvlei",164095,0.094454556943222,2012-03-16
"Voelvlei",2012,4,"Voelvlei",164095,0.0821263000596404,2012-04-15
"Voelvlei",2012,5,"Voelvlei",164095,0.0775191392280456,2012-05-16
"Voelvlei",2012,6,"Voelvlei",164095,0.0836827133915843,2012-06-15
"Voelvlei",2012,7,"Voelvlei",164095,0.109567507765438,2012-07-16
"Voelvlei",2012,8,"Voelvlei",164095,0.137412230038777,2012-08-16
"Voelvlei",2012,9,"Voelvlei",164095,0.18141638047433,2012-09-15
"Voelvlei",2012,10,"Voelvlei",164095,0.180200293989185,2012-10-16
"Voelvlei",2012,11,"Voelvlei",164095,0.172750240002483,2012-11-15
"Voelvlei",2012,12,"Voelvlei",164095,0.159351671814064,2012-12-16
"Voelvlei",2013,1,"Voelvlei",164095,0.140775590472622,2013-01-16
"Voelvlei",2013,2,"Voelvlei",164095,0.121457330551595,2013-02-14
"Voelvlei",2013,3,"Voelvlei",164095,0.106334956999093,2013-03-16
"Voelvlei",2013,4,"Voelvlei",164095,0.0969909342249084,2013-04-15
"Voelvlei",2013,5,"Voelvlei",164095,0.0937528406760421,2013-05-16
"Voelvlei",2013,6,"Voelvlei",164095,0.116967122431198,2013-06-15
"Voelvlei",2013,7,"Voelvlei",164095,0.140454109086394,2013-07-16
"Voelvlei",2013,8,"Voelvlei",164095,0.174195243405752,2013-08-16
"Voelvlei",2013,9,"Voelvlei",164095,0.184916093358195,2013-09-15
"Voelvlei",2013,10,"Voelvlei",164095,0.18124122854666,2013-10-16
"Voelvlei",2013,11,"Voelvlei",164095,0.178127293326268,2013-11-15
"Voelvlei",2013,12,"Voelvlei",164095,0.167256788245754,2013-12-16
"Voelvlei",2014,1,"Voelvlei",164095,0.156507115824201,2014-01-16
"Voelvlei",2014,2,"Voelvlei",164095,0.141499477869887,2014-02-14
"Voelvlei",2014,3,"Voelvlei",164095,0.123608484448061,2014-03-16
"Voelvlei",2014,4,"Voelvlei",164095,0.113283389167629,2014-04-15
"Voelvlei",2014,5,"Voelvlei",164095,0.107212933750446,2014-05-16
"Voelvlei",2014,6,"Voelvlei",164095,0.133761753470336,2014-06-15
"Voelvlei",2014,7,"Voelvlei",164095,0.164224886206675,2014-07-16
"Voelvlei",2014,8,"Voelvlei",164095,0.181938510587823,2014-08-16
"Voelvlei",2014,9,"Voelvlei",164095,0.182723922871073,2014-09-15
"Voelvlei",2014,10,"Voelvlei",164095,0.181068293732,2014-10-16
"Voelvlei",2014,11,"Voelvlei",164095,0.171733693688101,2014-11-15
"Voelvlei",2014,12,"Voelvlei",164095,0.157844034968306,2014-12-16
"Voelvlei",2015,1,"Voelvlei",164095,0.139971887007053,2015-01-16
"Voelvlei",2015,2,"Voelvlei",164095,0.122223343096021,2015-02-14
"Voelvlei",2015,3,"Voelvlei",164095,0.105313976458694,2015-03-16
"Voelvlei",2015,4,"Voelvlei",164095,0.0901300780202068,2015-04-15
"Voelvlei",2015,5,"Voelvlei",164095,0.0769903577755262,2015-05-16
"Voelvlei",2015,6,"Voelvlei",164095,0.0714575522628964,2015-06-15
"Voelvlei",2015,7,"Voelvlei",164095,0.0738487086425282,2015-07-16
"Voelvlei",2015,8,"Voelvlei",164095,0.0909626039548862,2015-08-16
"Voelvlei",2015,9,"Voelvlei",164095,0.0901993628017214,2015-09-15
"Voelvlei",2015,10,"Voelvlei",164095,0.0844986109787002,2015-10-16
"Voelvlei",2015,11,"Voelvlei",164095,0.0737190075315329,2015-11-15
"Voelvlei",2015,12,"Voelvlei",164095,0.0612954147885872,2015-12-16
"Voelvlei",2016,1,"Voelvlei",164095,0.052533384179125,2016-01-16
"Voelvlei",2016,2,"Voelvlei",164095,0.0440828579473524,2016-02-15
"Voelvlei",2016,3,"Voelvlei",164095,0.0378106452463989,2016-03-16
"Voelvlei",2016,4,"Voelvlei",164095,0.0355968579074444,2016-04-15
"Voelvlei",2016,5,"Voelvlei",164095,0.0385877433558666,2016-05-16
"Voelvlei",2016,6,"Voelvlei",164095,0.0378660730716105,2016-06-15
"Voelvlei",2016,7,"Voelvlei",164095,0.0707514017696996,2016-07-16
"Voelvlei",2016,8,"Voelvlei",164095,0.106188627540534,2016-08-16
"Voelvlei",2016,9,"Voelvlei",164095,0.123069171708751,2016-09-15
"Voelvlei",2016,10,"Voelvlei",164095,0.129980467234395,2016-10-16
"Voelvlei",2016,11,"Voelvlei",164095,0.122300387773065,2016-11-15
"Voelvlei",2016,12,"Voelvlei",164095,0.105459197360749,2016-12-16
"Voelvlei",2017,1,"Voelvlei",164095,0.0866835758485446,2017-01-16
"Voelvlei",2017,2,"Voelvlei",164095,0.0676934486527713,2017-02-14
"Voelvlei",2017,3,"Voelvlei",164095,0.0504082813605092,2017-03-16
"Voelvlei",2017,4,"Voelvlei",164095,0.0385323155306549,2017-04-15
"Voelvlei",2017,5,"Voelvlei",164095,0.0312091912636879,2017-05-16
"Voelvlei",2017,6,"Voelvlei",164095,0.0324657400612366,2017-06-15
"Voelvlei",2017,7,"Voelvlei",164095,0.0372563669942821,2017-07-16
"Voelvlei",2017,8,"Voelvlei",164095,0.0409872139092802,2017-08-16
"Voelvlei",2017,9,"Voelvlei",164095,,2017-09-04
"Wemmershoek",2012,1,"Wemmershoek",58644,0.0480404046674663,2012-01-16
"Wemmershoek",2012,2,"Wemmershoek",58644,0.044199256380297,2012-02-15
"Wemmershoek",2012,3,"Wemmershoek",58644,0.0376787270223951,2012-03-16
"Wemmershoek",2012,4,"Wemmershoek",58644,0.0321996865002206,2012-04-15
"Wemmershoek",2012,5,"Wemmershoek",58644,0.0305274290135843,2012-05-16
"Wemmershoek",2012,6,"Wemmershoek",58644,0.0311387979256691,2012-06-15
"Wemmershoek",2012,7,"Wemmershoek",58644,0.0381919886838552,2012-07-16
"Wemmershoek",2012,8,"Wemmershoek",58644,0.0542693836647548,2012-08-16
"Wemmershoek",2012,9,"Wemmershoek",58644,0.0650755924680237,2012-09-15
"Wemmershoek",2012,10,"Wemmershoek",58644,0.0643849617658862,2012-10-16
"Wemmershoek",2012,11,"Wemmershoek",58644,0.0628518281205312,2012-11-15
"Wemmershoek",2012,12,"Wemmershoek",58644,0.0594430168700129,2012-12-16
"Wemmershoek",2013,1,"Wemmershoek",58644,0.054892392420134,2013-01-16
"Wemmershoek",2013,2,"Wemmershoek",58644,0.050469251968242,2013-02-14
"Wemmershoek",2013,3,"Wemmershoek",58644,0.0461846810793793,2013-03-16
"Wemmershoek",2013,4,"Wemmershoek",58644,0.0439875220879883,2013-04-15
"Wemmershoek",2013,5,"Wemmershoek",58644,0.0432048811959994,2013-05-16
"Wemmershoek",2013,6,"Wemmershoek",58644,0.054996596731532,2013-06-15
"Wemmershoek",2013,7,"Wemmershoek",58644,0.0598797881326809,2013-07-16
"Wemmershoek",2013,8,"Wemmershoek",58644,0.0649436742440199,2013-08-16
"Wemmershoek",2013,9,"Wemmershoek",58644,0.0649436742440199,2013-09-15
"Wemmershoek",2013,10,"Wemmershoek",58644,0.0642863002370094,2013-10-16
"Wemmershoek",2013,11,"Wemmershoek",58644,0.0636987652897656,2013-11-15
"Wemmershoek",2013,12,"Wemmershoek",58644,0.0616944951301113,2013-12-16
"Wemmershoek",2014,1,"Wemmershoek",58644,0.0568456689805936,2014-01-16
"Wemmershoek",2014,2,"Wemmershoek",58644,0.0517862170952716,2014-02-14
"Wemmershoek",2014,3,"Wemmershoek",58644,0.0463687014590821,2014-03-16
"Wemmershoek",2014,4,"Wemmershoek",58644,0.0426633513436813,2014-04-15
"Wemmershoek",2014,5,"Wemmershoek",58644,0.038238548057033,2014-05-16
"Wemmershoek",2014,6,"Wemmershoek",58644,0.0546291102503785,2014-06-15
"Wemmershoek",2014,7,"Wemmershoek",58644,0.061564794019116,2014-07-16
"Wemmershoek",2014,8,"Wemmershoek",58644,0.0649104175488929,2014-08-16
"Wemmershoek",2014,9,"Wemmershoek",58644,0.064483623294763,2014-09-15
"Wemmershoek",2014,10,"Wemmershoek",58644,0.0614384185776333,2014-10-16
"Wemmershoek",2014,11,"Wemmershoek",58644,0.0553535519258953,2014-11-15
"Wemmershoek",2014,12,"Wemmershoek",58644,0.0518006283298266,2014-12-16
"Wemmershoek",2015,1,"Wemmershoek",58644,0.047877446861344,2015-01-16
"Wemmershoek",2015,2,"Wemmershoek",58644,0.0437375425962837,2015-02-14
"Wemmershoek",2015,3,"Wemmershoek",58644,0.0402361668776619,2015-03-16
"Wemmershoek",2015,4,"Wemmershoek",58644,0.0367674935759151,2015-04-15
"Wemmershoek",2015,5,"Wemmershoek",58644,0.0327478676915641,2015-05-16
"Wemmershoek",2015,6,"Wemmershoek",58644,0.0334329556111805,2015-06-15
"Wemmershoek",2015,7,"Wemmershoek",58644,0.0345891800450961,2015-07-16
"Wemmershoek",2015,8,"Wemmershoek",58644,0.0463687014590821,2015-08-16
"Wemmershoek",2015,9,"Wemmershoek",58644,0.0473774878779346,2015-09-15
"Wemmershoek",2015,10,"Wemmershoek",58644,0.0449497491336631,2015-10-16
"Wemmershoek",2015,11,"Wemmershoek",58644,0.0423257958881422,2015-11-15
"Wemmershoek",2015,12,"Wemmershoek",58644,0.0397062768686383,2015-12-16
"Wemmershoek",2016,1,"Wemmershoek",58644,0.03733174883657,2016-01-16
"Wemmershoek",2016,2,"Wemmershoek",58644,0.0352376856000727,2016-02-15
"Wemmershoek",2016,3,"Wemmershoek",58644,0.0330516121737241,2016-03-16
"Wemmershoek",2016,4,"Wemmershoek",58644,0.031826657236546,2016-04-15
"Wemmershoek",2016,5,"Wemmershoek",58644,0.0313799089653399,2016-05-16
"Wemmershoek",2016,6,"Wemmershoek",58644,0.029780816207983,2016-06-15
"Wemmershoek",2016,7,"Wemmershoek",58644,0.0376321676492173,2016-07-16
"Wemmershoek",2016,8,"Wemmershoek",58644,0.0449497491336631,2016-08-16
"Wemmershoek",2016,9,"Wemmershoek",58644,0.0455516953154619,2016-09-15
"Wemmershoek",2016,10,"Wemmershoek",58644,0.0430530089549194,2016-10-16
"Wemmershoek",2016,11,"Wemmershoek",58644,0.0370773351188484,2016-11-15
"Wemmershoek",2016,12,"Wemmershoek",58644,0.0305473830306605,2016-12-16
"Wemmershoek",2017,1,"Wemmershoek",58644,0.0241909200353851,2017-01-16
"Wemmershoek",2017,2,"Wemmershoek",58644,0.0236610300263615,2017-02-14
"Wemmershoek",2017,3,"Wemmershoek",58644,0.0233728053352607,2017-03-16
"Wemmershoek",2017,4,"Wemmershoek",58644,0.023355068431193,2017-04-15
"Wemmershoek",2017,5,"Wemmershoek",58644,0.0234448615080359,2017-05-16
"Wemmershoek",2017,6,"Wemmershoek",58644,0.0237968281981301,2017-06-15
"Wemmershoek",2017,7,"Wemmershoek",58644,0.0235346545848788,2017-07-16
"Wemmershoek",2017,8,"Wemmershoek",58644,0.025936896529553,2017-08-16
"Wemmershoek",2017,9,"Wemmershoek",58644,,2017-09-04
"Woodhead",2012,1,"Other",955,0.000687526743925665,2012-01-16
"Woodhead",2012,2,"Other",955,0.000784303726745256,2012-02-15
"Woodhead",2012,3,"Other",955,0.000677438879737139,2012-03-16
"Woodhead",2012,4,"Other",955,0.000498129865177358,2012-04-15
"Woodhead",2012,5,"Other",955,0.000764017142717781,2012-05-16
"Woodhead",2012,6,"Other",955,0.000782973458940176,2012-06-15
"Woodhead",2012,7,"Other",955,0.00101200123271483,2012-07-16
"Woodhead",2012,8,"Other",955,0.00105601092593291,2012-08-16
"Woodhead",2012,9,"Other",955,0.000940111343415286,2012-09-15
"Woodhead",2012,10,"Other",955,0.000962116190024322,2012-10-16
"Woodhead",2012,11,"Other",955,0.000830530532971796,2012-11-15
"Woodhead",2012,12,"Other",955,0.000850484550048001,2012-12-16
"Woodhead",2013,1,"Other",955,0.000766566822677519,2013-01-16
"Woodhead",2013,2,"Other",955,0.00048366320279711,2013-02-14
"Woodhead",2013,3,"Other",955,0.000690076423885402,2013-03-16
"Woodhead",2013,4,"Other",955,0.00087620306094622,2013-04-15
"Woodhead",2013,5,"Other",955,0.000597622811432322,2013-05-16
"Woodhead",2013,6,"Other",955,0.000575229970046804,2013-06-15
"Woodhead",2013,7,"Other",955,0.000731536437143738,2013-07-16
"Woodhead",2013,8,"Other",955,0.000994153472996672,2013-08-16
"Woodhead",2013,9,"Other",955,0.00105678691548587,2013-09-15
"Woodhead",2013,10,"Other",955,0.000760691473205081,2013-10-16
"Woodhead",2013,11,"Other",955,0.000825819167828804,2013-11-15
"Woodhead",2013,12,"Other",955,0.000873653380986482,2013-12-16
"Woodhead",2014,1,"Other",955,0.000852590807406044,2014-01-16
"Woodhead",2014,2,"Other",955,0.000624616162310409,2014-02-14
"Woodhead",2014,3,"Other",955,0.000671896097215971,2014-03-16
"Woodhead",2014,4,"Other",955,0.000746003099523985,2014-04-15
"Woodhead",2014,5,"Other",955,0.000524901504754599,2014-05-16
"Woodhead",2014,6,"Other",955,0.000649503255830453,2014-06-15
"Woodhead",2014,7,"Other",955,0.000762354307961431,2014-07-16
"Woodhead",2014,8,"Other",955,0.00103993685662152,2014-08-16
"Woodhead",2014,9,"Other",955,0.000839731551956935,2014-09-15
"Woodhead",2014,10,"Other",955,0.000648283843675796,2014-10-16
"Woodhead",2014,11,"Other",955,0.000792396189226161,2014-11-15
"Woodhead",2014,12,"Other",955,0.000723887397264526,2014-12-16
"Woodhead",2015,1,"Other",955,0.000723111407711562,2015-01-16
"Woodhead",2015,2,"Other",955,0.000783860304143562,2015-02-14
"Woodhead",2015,3,"Other",955,0.000536319636748205,2015-03-16
"Woodhead",2015,4,"Other",955,0.000533659101138044,2015-04-15
"Woodhead",2015,5,"Other",955,0.000491977376578862,2015-05-16
"Woodhead",2015,6,"Other",955,0.000619017951964029,2015-06-15
"Woodhead",2015,7,"Other",955,0.000719674882548438,2015-07-16
"Woodhead",2015,8,"Other",955,0.000965885282138716,2015-08-16
"Woodhead",2015,9,"Other",955,0.000830031682544891,2015-09-15
"Woodhead",2015,10,"Other",955,0.00065072266798511,2015-10-16
"Woodhead",2015,11,"Other",955,0.000720949722528307,2015-11-15
"Woodhead",2015,12,"Other",955,0.000675776044980789,2015-12-16
"Woodhead",2016,1,"Other",955,0.000672672086768935,2016-01-16
"Woodhead",2016,2,"Other",955,0.000690076423885402,2016-02-15
"Woodhead",2016,3,"Other",955,0.000753818422878833,2016-03-16
"Woodhead",2016,4,"Other",955,0.000850484550048001,2016-04-15
"Woodhead",2016,5,"Other",955,0.000857135889073402,2016-05-16
"Woodhead",2016,6,"Other",955,0.000874318514889022,2016-06-15
"Woodhead",2016,7,"Other",955,0.000904360396153752,2016-07-16
"Woodhead",2016,8,"Other",955,0.00105900402849434,2016-08-16
"Woodhead",2016,9,"Other",955,0.00105900402849434,2016-09-15
"Woodhead",2016,10,"Other",955,0.00105756290503883,2016-10-16
"Woodhead",2016,11,"Other",955,0.00104869445300496,2016-11-15
"Woodhead",2016,12,"Other",955,0.00104869445300496,2016-12-16
"Woodhead",2017,1,"Other",955,0.00103849573316602,2017-01-16
"Woodhead",2017,2,"Other",955,0.00103849573316602,2017-02-14
"Woodhead",2017,3,"Other",955,0.00101776572653685,2017-03-16
"Woodhead",2017,4,"Other",955,0.000817892988823534,2017-04-15
"Woodhead",2017,5,"Other",955,0.000764903987921168,2017-05-16
"Woodhead",2017,6,"Other",955,0.000987945556572964,2017-06-15
"Woodhead",2017,7,"Other",955,0.000959455654414161,2017-07-16
"Woodhead",2017,8,"Other",955,0.00105091156601343,2017-08-16
"Woodhead",2017,9,"Other",955,,2017-09-04
